source_center,destination_center,median_factor,mean_factor,corridor_volume,median_actual_time,median_osrm_time,median_distance
IND282002AAD,IND474003AAA,1.4285714285714286,1.6438207324376217,49,113.0,71.0,72.6485
IND283122AAB,IND282005AAA,6.590909090909091,18.437028447742733,7,145.0,21.0,27.1955
IND283122AAB,IND328001AAA,1.0862068965517242,1.087644903625721,21,63.0,58.0,56.216800000000006
IND283203AAA,IND110037AAM,2.1070261437908497,2.1572669938154387,130,232.5,106.0,143.2982
IND283203AAA,IND282002AAD,2.150892857142857,2.150892857142857,2,54.5,25.5,35.2799
IND284001AAA,IND284403AAA,1.5593220338983051,1.7659680763247947,27,92.0,58.0,79.8502
IND284403AAA,IND472001AAA,1.5341995841995844,1.5316121760007209,4,105.5,71.0,61.61135
IND284403AAA,IND474003AAA,2.5048076923076925,2.5048076923076925,1,521.0,208.0,223.2655
IND285001AAD,IND285205AAB,1.3077651515151514,1.3791134737439903,42,38.5,29.5,27.564
IND285205AAB,IND210431AAA,1.9625,1.9419554345371102,15,108.0,49.0,53.9196
IND301001AAB,IND302014AAA,2.45197628458498,2.587098560525761,12,173.5,81.0,102.96855
IND301001AAB,IND321001AAB,1.7142857142857142,1.7592178288315585,51,93.0,47.0,51.3895
IND301001AAB,IND321606AAA,2.246376811594203,2.5066836594487243,9,128.0,56.0,61.1618
IND301019AAA,IND123001AAA,2.6279178338001867,2.7452618868060044,8,105.5,44.0,59.713350000000005
IND301019AAA,IND301705AAA,3.2592385218365063,3.2738617298410726,18,139.0,34.5,47.2945
IND301705AAA,IND123001AAA,2.2825361512791993,2.2825361512791993,2,68.0,30.0,41.15335
IND302004AAA,IND302014AAB,2.642857142857143,3.7929617604617603,15,37.0,15.0,16.9429
IND302004AAA,IND302033AAB,2.9,2.9,2,29.0,10.0,12.74785
IND302006AAA,IND302014AAB,3.0,3.765248332612586,26,34.0,11.0,12.852599999999999
IND302006AAC,IND302014AAB,2.625,2.625,2,42.0,15.0,16.4524
IND302014AAA,IND000000ACB,1.625,1.6532608447224886,197,154.0,90.0,117.8233
IND302014AAA,IND110037AAM,1.5544117647058824,1.6705735690296832,154,190.5,118.0,146.92014999999998
IND302014AAA,IND301001AAB,1.449000370233247,1.5143818604082924,126,123.5,86.0,98.1061
IND302014AAA,IND303702AAB,2.210526315789474,2.4365301805151427,21,82.0,37.0,50.2267
IND302014AAA,IND305001AAC,2.3611111111111107,2.3684556510662977,84,150.0,64.5,87.7577
IND302014AAA,IND306401AAB,2.104731109598366,2.1020182328526285,26,229.0,118.0,166.1753
IND302014AAA,IND313001AAB,1.8313253012048192,1.8392869679004193,179,288.0,150.0,212.0649
IND302014AAA,IND332404AAA,2.406896551724138,2.1856464182769297,4,114.0,44.5,62.625299999999996
IND302014AAB,IND302004AAA,2.0,2.309429633446206,51,30.0,15.0,14.9657
IND302014AAB,IND302006AAA,1.912878787878788,1.9601964033719548,32,27.0,15.0,13.9818
IND302014AAB,IND302006AAC,2.357142857142857,2.6618395783840887,45,37.0,16.0,17.148799999999998
IND302014AAB,IND302020AAA,2.041666666666667,2.3688239229905896,36,24.0,11.0,13.1254
IND302014AAB,IND302023AAA,2.739130434782609,2.8280069504034553,55,52.0,21.0,23.6945
IND302014AAB,IND302026AAA,2.175,2.934778604698761,38,35.0,15.5,17.3806
IND302014AAB,IND303008AAB,1.7636363636363637,1.6970252186561483,35,49.0,28.0,39.398900000000005
IND302014AAB,IND303301AAB,1.3095238095238095,1.442686691629962,26,33.0,29.5,37.133449999999996
IND302014AAB,IND303303AAA,1.3928571428571428,1.53838227098031,18,36.5,24.5,33.6782
IND302014AAB,IND303603AAB,1.6944444444444444,1.3834487734487735,7,86.0,50.0,43.8254
IND302014AAB,IND303901AAA,1.9403508771929825,2.257865487195983,30,31.0,15.0,20.13605
IND302014AAB,IND304001AAA,1.9642857142857144,2.0101423902894493,8,61.5,31.0,44.76885
IND302020AAA,IND302014AAB,5.75,4.934157363104732,38,66.5,11.0,12.46075
IND302022AAD,IND000000ACB,1.6326530612244898,1.635887524394712,153,150.0,88.0,115.22
IND302026AAA,IND302014AAB,9.161764705882353,10.394374416433239,4,150.0,17.5,21.8471
IND303002AAA,IND302014AAA,1.9782608695652173,2.208100501950226,20,60.0,27.0,38.1844
IND303008AAB,IND303338AAB,1.4666666666666666,1.4330495459594068,15,36.0,27.0,30.1812
IND303106AAA,IND302014AAA,2.3902439024390243,2.344073200492571,7,112.0,41.0,55.3883
IND303106AAA,IND303002AAA,1.6626984126984126,1.645540142067506,14,32.0,19.0,26.357599999999998
IND303108AAB,IND303106AAA,1.524731182795699,1.5679782101169715,18,35.0,24.5,35.31495
IND303301AAB,IND303303AAA,1.3333333333333333,1.3917683765509852,47,24.0,15.0,20.8921
IND303303AAA,IND322230AAA,1.2108333333333334,1.2754633856353315,122,63.0,56.0,67.2743
IND303338AAB,IND303603AAB,1.1666666666666667,1.1335158776466672,24,27.5,24.5,26.916850000000004
IND303503AAA,IND302014AAB,1.7320574162679425,1.7473802103094882,64,59.0,35.0,47.82445
IND303603AAB,IND302014AAB,2.7481851179673322,2.941887533819522,36,123.5,42.0,45.9143
IND303603AAB,IND303338AAB,0.752895752895753,0.6925203156102986,4,33.0,43.0,46.68705
IND303702AAB,IND332001AAB,1.5528601377657982,1.591250283440878,16,70.0,44.0,60.20910000000001
IND303702AAB,IND332404AAA,1.4352941176470588,1.4732598039215685,16,30.0,23.5,32.2725
IND303901AAA,IND304001AAA,2.05718954248366,2.253227156861369,18,49.0,24.5,34.9108
IND304001AAA,IND322001AAC,1.5686274509803921,1.5965008792122546,7,51.0,30.0,43.492
IND305001AAC,IND305802AAA,2.087037037037037,2.271915608757714,22,48.0,20.5,25.22885
IND305001AAC,IND305901AAA,1.8823529411764706,2.153468427259355,51,57.0,35.0,46.9603
IND305001AAC,IND306401AAB,1.9245283018867925,1.8998334500343075,103,121.0,65.0,91.707
IND305001AAC,IND342602AAC,1.7048611111111112,1.738391486572807,10,103.5,56.0,80.15809999999999
IND305404AAA,IND305001AAC,2.6904404404404403,2.7804474929474927,4,171.5,64.0,73.6943
IND305404AAA,IND305601AAC,1.365925925925926,1.5467250174127127,38,66.0,43.0,47.14725
IND305601AAC,IND305001AAC,1.9575163398692812,2.015578473813768,20,66.5,34.0,38.659549999999996
IND305624AAA,IND305404AAA,1.4660714285714285,1.5048885674428016,24,96.0,70.0,81.0336
IND305802AAA,IND341512AAA,2.0165912518853695,1.9824749023118589,12,59.5,28.5,31.505
IND305901AAA,IND305624AAA,3.926470588235294,4.604626022991816,5,267.0,48.0,54.8099
IND305901AAA,IND342602AAC,1.653718091009989,1.959588599272366,18,67.5,40.0,56.53415
IND306116AAA,IND306001AAA,1.9390243902439024,2.0966737266598336,10,139.5,55.0,70.9579
IND306304AAB,IND311302AAA,2.0815217391304346,2.0815217391304346,2,71.0,35.0,49.73715
IND306401AAB,IND302014AAA,1.968503937007874,1.9923180146670356,217,247.0,128.0,180.2802
IND306401AAB,IND305001AAC,3.0142857142857142,2.989313861937627,331,232.0,77.0,102.8812
IND306401AAB,IND342005AAD,1.6825307950727884,1.7325499345524138,54,64.0,36.0,50.084250000000004
IND306401AAB,IND343001AAA,1.717142857142857,1.701590253313697,20,88.5,50.5,70.49835
IND306902AAA,IND306116AAA,1.5185185185185186,1.5185185185185186,1,41.0,27.0,30.8816
IND307001AAA,IND306902AAA,1.3482905982905984,1.4201860231271997,4,29.5,22.0,28.675850000000004
IND311001AAA,IND313324AAA,1.8461538461538463,1.873846153846154,10,120.0,65.0,89.73939999999999
IND311301AAA,IND305624AAA,3.2729885057471266,3.291808899951848,12,77.5,24.0,33.5316
IND311302AAA,IND305624AAA,4.094474153297682,4.30919879913688,6,121.0,26.0,36.1526
IND312001AAA,IND311001AAA,1.5853658536585367,1.6007676248324276,39,64.0,41.0,49.2402
IND312001AAA,IND312601AAA,1.223474801061008,1.2188309928445316,12,64.0,57.0,48.992549999999994
IND312403AAA,IND312001AAA,1.5813953488372092,1.7712990491957479,27,96.0,68.0,83.14089999999999
IND312601AAA,IND458664AAA,1.205128205128205,1.283625039700319,12,51.0,40.0,36.08005
IND312605AAB,IND313001AAB,2.1210445468509986,2.0400805968762517,42,207.5,97.0,103.74545
IND312605AAB,IND458001AAB,1.5092592592592593,1.5606465698653198,24,45.5,27.5,29.61895
IND313001AAB,IND306401AAB,1.9391705069124425,1.9531466212913333,118,182.5,94.0,123.0144
IND313001AAB,IND311001AAA,2.6560606060606062,2.4093222566906776,6,186.0,67.5,92.2931
IND313001AAB,IND312001AAA,2.0759493670886076,2.0272779756346537,65,126.0,58.0,78.8012
IND313001AAB,IND327001AAB,2.1923610041583244,2.84598580174958,56,256.5,81.0,114.1149
IND313001AAB,IND382430AAB,2.2377896372356956,2.401318311517873,142,238.0,110.0,156.54815
IND313324AAA,IND313001AAB,1.8157894736842106,2.1610094625618483,41,71.0,38.0,53.0563
IND321001AAA,IND301001AAB,5.826086956521739,4.764508913737657,15,536.0,76.0,96.396
IND321001AAA,IND321401AAB,1.1818181818181819,1.2110184073659862,20,35.5,30.5,32.69325
IND321001AAB,IND321001AAA,1.3426724137931034,1.6568374079089487,12,36.5,26.0,28.06685
IND321001AAB,IND321401AAB,1.847902097902098,1.696241388619905,6,104.0,50.5,54.970299999999995
IND321022AAA,IND121004AAB,2.9511217948717947,2.970569861680623,78,133.0,42.0,59.324799999999996
IND321408AAB,IND301001AAB,3.8301587301587303,3.7824175824175823,4,282.5,67.5,78.231
IND321408AAB,IND321606AAA,1.9154094827586206,1.8534487286293828,8,61.0,32.0,37.7524
IND321606AAA,IND301001AAB,2.2391304347826084,3.7566513874788714,18,87.0,45.5,50.26505
IND321606AAA,IND321001AAA,1.41890440386681,1.4861909237379163,6,52.0,40.0,48.23715
IND322001AAC,IND302014AAB,1.7619565217391304,1.8831487960116462,36,117.0,63.5,80.89215
IND322201AAA,IND302014AAB,1.7664335664335664,1.8325454123799987,22,89.0,55.0,76.69305
IND322201AAA,IND303503AAA,1.6490147783251232,1.8249907403909391,56,38.0,22.0,31.2538
IND322230AAA,IND322241AAA,1.5357142857142858,1.6032248726055027,55,38.0,25.0,27.8841
IND322241AAA,IND322201AAA,2.279220779220779,2.3861617968443416,60,39.0,19.0,26.8723
IND327001AAB,IND312605AAB,1.381578947368421,1.3201983457611857,14,52.5,38.0,54.61175
IND328001AAA,IND000000ACB,1.5217357625333086,1.4834391396799607,10,172.0,129.5,159.3788
IND328001AAA,IND282002AAD,2.7551020408163267,3.1853888323337465,21,150.0,50.0,50.1421
IND328001AAA,IND474003AAA,1.4915254237288136,1.6219203872848789,19,72.0,50.0,52.45
IND331022A1B,IND331001A1C,2.590909090909091,2.11119625715899,3,114.0,44.0,54.611
IND331023AAA,IND331304AAA,1.1520737327188941,1.2115364474235442,6,32.0,26.5,29.9372
IND331304AAA,IND332001AAB,3.773955147808359,3.7709642452905245,14,218.5,81.0,111.27645000000001
IND331507AAA,IND302014AAA,2.7933732933732935,2.955796398589459,24,243.0,87.5,120.2207
IND331701AAA,IND125001AAA,5.484375,4.578774350649351,6,343.0,55.5,62.2164
IND332001AAB,IND333001AAA,1.2666666666666666,1.269774915946489,9,57.0,45.0,49.076800000000006
IND332001AAB,IND333028AAA,1.4932330827067668,1.4774955600327586,8,102.0,71.0,73.57285
IND332001AAB,IND333031AAA,2.4404255319148938,2.654183885391996,10,172.0,68.0,81.5469
IND332001AAB,IND333042AAA,1.4460847240051349,1.9226618346791926,28,51.0,31.5,31.591450000000002
IND332001AAB,IND334001AAB,1.5757142857142856,1.6180934568628935,90,132.0,83.0,116.84955
IND332001AAB,IND334001AAC,1.5739130434782609,1.5953691451460035,27,121.0,83.0,116.8704
IND332404AAA,IND332001AAB,1.368421052631579,1.399436600352493,36,47.5,35.0,47.622299999999996
IND332713AAA,IND332709AAA,1.4076246334310851,2.0514235291621046,12,44.0,29.5,30.247
IND332713AAA,IND332715AAB,1.8715213358070502,1.8715213358070502,2,69.0,35.5,37.09975
IND333001AAA,IND333028AAA,1.2891891891891891,1.2592783198218453,6,48.0,40.5,32.72425
IND333028AAA,IND333502AAA,1.221526908635795,1.221526908635795,2,49.0,40.5,36.6758
IND333028AAA,IND333504AAA,2.0220306513409962,2.0220306513409962,2,67.0,32.5,33.73895
IND333031AAA,IND331023AAA,2.666256157635468,2.65420966208625,10,63.0,24.5,34.17785000000001
IND333042AAA,IND333031AAA,1.54,1.573655465660293,39,84.0,51.0,57.5912
IND333504AAA,IND332713AAA,1.7126829268292685,1.727110694183865,4,55.5,32.0,35.880250000000004
IND334001AAB,IND334803AAA,1.9326530612244899,2.106835310956534,6,64.0,35.0,49.66785
IND334001AAC,IND334803AAA,1.634640522875817,1.7249238090569359,12,65.0,37.5,53.74495
IND334001AAC,IND341001AAC,1.6488095238095237,1.6401960784313725,10,83.0,51.0,72.75375
IND334803AAA,IND341001AAC,1.6764705882352942,1.7422444280287417,9,51.0,33.0,47.454
IND335001AAA,IND125104AAA,1.6314655172413794,1.652621092155054,40,94.0,58.0,75.48105000000001
IND335051AAA,IND335513AAA,1.9212121212121214,2.519638561791263,82,118.0,57.0,71.4072
IND335501AAA,IND331701AAA,1.7142857142857142,1.7142857142857142,1,36.0,21.0,23.5577
IND335513AAA,IND335001AAA,1.7541478129713424,1.7746981497788663,18,70.0,39.0,50.1441
IND335513AAA,IND335803AAA,1.2857142857142858,1.4135140109466469,25,25.0,19.0,20.9107
IND335513AAA,IND335804AAD,1.5113636363636362,1.507315215648549,6,53.0,31.0,33.1132
IND335523AAB,IND125001AAA,3.9363636363636365,3.7600328823255396,5,407.0,86.0,91.858
IND335524AAA,IND335523AAB,1.357076780758557,1.357076780758557,2,45.0,35.0,33.4894
IND335701AAA,IND335051AAA,1.0434981684981686,1.2802567998755943,30,40.0,32.5,35.8029
IND335703AAA,IND335701AAA,1.1428571428571428,1.326331153955486,35,30.0,23.0,25.5374
IND335803AAA,IND335804AAD,1.3,1.45926963421108,17,24.0,19.0,19.7853
IND335804AAD,IND335701AAA,1.2132034632034632,1.2009055587367072,16,55.5,42.5,45.9634
IND335804AAD,IND335703AAA,1.135135135135135,1.2551019900932285,29,38.0,30.0,32.5452
IND341001AAC,IND341030AAA,1.5261984392419174,1.6132754828407,4,47.0,30.0,33.117
IND341001AAC,IND341303AAA,1.6388888888888888,1.8118019887192884,28,73.0,49.0,60.18965
IND341030AAA,IND341303AAA,1.558139534883721,1.625442443176736,9,57.0,37.0,46.5312
IND341303AAA,IND341306AAA,1.6602564102564101,1.7348216979099331,28,37.0,23.0,31.5877
IND341306AAA,IND302014AAA,2.2247748940677967,2.3322589719250555,32,195.5,87.0,120.32534999999999
IND341503AAB,IND341510AAB,2.0606060606060606,2.318311012602808,24,66.0,27.0,38.09845
IND341505AAA,IND341503AAB,1.7970588235294118,1.6566129858061291,36,119.0,65.5,79.07645
IND341505AAA,IND341510AAB,1.9759803921568626,1.895348874964195,4,131.0,77.0,72.56115
IND341510AAB,IND305001AAC,2.4825581395348837,2.6457987646955456,42,105.5,42.5,56.3947
IND341512AAA,IND341505AAA,1.7386363636363638,1.795879812618943,6,42.0,23.5,25.0682
IND342005AAD,IND342601AAA,2.0625,2.318245962047794,27,84.0,38.0,47.6297
IND342005AAD,IND342902A1B,1.6090909090909091,1.5776993969734896,4,106.5,66.0,67.20395
IND342005AAD,IND342902AAA,2.0106382978723403,2.0994627837445536,20,141.5,67.0,68.711
IND342005AAD,IND344022AAB,1.424924924924925,1.5075421727672638,18,71.0,53.0,76.33789999999999
IND342301AAA,IND342005AAD,2.6923076923076925,4.089973002432493,54,193.0,81.0,114.80805000000001
IND342601AAA,IND342902A1B,1.926065162907268,1.9193462564312471,12,68.5,38.0,36.47705
IND342601AAA,IND342902AAA,1.8678571428571429,1.8060743719083607,6,65.5,34.0,32.68005
IND342602AAC,IND306304AAB,2.271050521251002,2.271050521251002,2,81.0,36.0,50.07115
IND342602AAC,IND311302AAA,2.0597973807758834,2.068072345453739,12,125.0,64.0,87.71270000000001
IND342902A1B,IND302014AAA,2.4238000442380008,2.4466323423263128,90,260.0,106.5,143.3278
IND342902AAA,IND302014AAA,2.5259216589861753,2.541173682326923,50,266.0,106.0,142.76069999999999
IND343001AAA,IND343029AAB,1.209090909090909,1.2383172383172383,6,66.5,55.0,60.54215
IND343029AAB,IND307001AAA,1.1916835699797161,1.232494314340156,6,67.5,58.0,63.752300000000005
IND344001AAA,IND342301AAA,1.6042568542568543,1.592796766966866,36,152.0,93.0,130.84724999999997
IND344001AAA,IND345001AAA,0.7286571116996416,0.7337666598335394,42,93.0,130.0,104.1825
IND344001AAA,IND345021AAA,1.4444444444444444,1.492767323026296,21,92.0,70.0,99.9024
IND344022AAB,IND342301AAA,1.684782608695652,1.8262371003723743,9,155.0,92.0,129.8772
IND344022AAB,IND344001AAA,1.3764705882352941,1.3673171124674321,36,56.5,43.5,61.761399999999995
IND345001AAA,IND342301AAA,1.7311827956989247,1.6264811282643274,7,140.0,75.0,105.8455
IND345001AAA,IND345021AAA,1.3305958747135218,1.3538896973665886,20,68.5,51.0,73.09315000000001
IND345021AAA,IND342301AAA,1.284313725490196,1.3379567715952156,30,42.5,35.0,48.732150000000004
IND360003AAA,IND360311AAA,1.9722222222222223,1.9738751526251526,8,31.5,15.5,24.45295
IND360311AAA,IND360050AAA,1.3777777777777778,1.3647347421860165,5,40.0,29.0,29.8644
IND360370AAA,IND360410AAA,2.4615384615384617,2.4615384615384617,1,32.0,13.0,16.2596
IND360410AAA,IND360490AAA,2.8241758241758244,2.8241758241758244,2,38.0,13.5,17.15215
IND360490AAA,IND362001AAA,2.171990171990172,2.399540759628995,20,69.0,29.0,33.806799999999996
IND360510AAB,IND360530AAB,1.2222222222222223,1.336785400233676,37,23.0,19.0,21.6427
IND360530AAB,IND362001AAA,1.945945945945946,2.0814986810316514,99,93.0,44.0,52.0921
IND360575AAA,IND360510AAB,1.5121951219512195,1.5967681027176097,41,42.0,28.0,31.1131
IND361001AAA,IND361305AAC,1.6246130030959751,1.6763529107314505,48,55.5,35.0,49.0109
IND361305AAC,IND361315AAA,1.5393145161290323,1.5841568302092623,22,41.0,29.5,42.0638
IND361305AAC,IND361335AAA,1.6091101694915255,1.611791926851026,4,78.0,48.5,69.5792
IND361315AAA,IND361335AAA,1.576036866359447,1.5811336460292815,22,34.5,22.0,32.2943
IND361335AAA,IND360002AAB,1.2727272727272727,1.126818758925284,9,136.0,114.0,141.1621
IND362001AAA,IND360370AAA,1.8920454545454546,1.987632740447958,20,37.5,19.0,27.661450000000002
IND362001AAA,IND360575AAA,1.3803496081977094,1.4287877066094268,112,60.5,45.5,63.67565
IND362001AAA,IND362220AAA,2.0416666666666665,2.097987986695716,54,37.5,20.5,29.8022
IND362001AAA,IND362265AAA,1.9291101055806936,1.9689418825558809,16,56.0,32.0,44.367450000000005
IND362150AAA,IND362001AAA,1.5588235294117647,1.5183663895847568,57,63.0,47.0,46.4391
IND362220AAA,IND362225AAA,2.0,2.1183240240756582,18,39.0,19.0,21.7131
IND362220AAA,IND362265AAA,1.7148148148148148,1.7563514957264956,10,34.0,20.0,28.58375
IND362225AAA,IND362265AAA,1.8191721132897603,1.8353839619893542,24,38.5,21.0,29.3455
IND362265AAA,IND362720AAA,2.02,2.1168921654028345,78,50.5,25.0,35.6597
IND362560AAA,IND362150AAA,1.5714285714285714,1.5879560186189927,65,76.0,48.0,53.0016
IND362720AAA,IND362560AAA,2.107142857142857,2.2021277665294785,69,38.0,20.0,29.7432
IND363001AAA,IND363421AAB,1.0909090909090908,1.154835308832806,28,35.5,32.5,26.2135
IND363310AAB,IND382430AAB,1.5591185130658816,1.7366680163083856,54,143.0,92.0,86.82374999999999
IND363330AAB,IND363310AAB,1.6926765475152572,1.598705235867621,16,56.5,33.5,27.01075
IND363421AAB,IND364710AAA,1.9,1.9717078536916592,39,68.0,37.0,53.1991
IND363520AAC,IND363001AAA,1.1666666666666667,1.1765429193782115,39,48.0,42.0,48.2757
IND363621AAB,IND360002AAB,1.6777777777777778,1.8080682810758713,8,44.0,25.5,29.71835
IND363641AAA,IND360002AAB,1.3529411764705883,1.498756716616995,7,69.0,51.0,55.6102
IND363641AAA,IND363621AAB,1.2062937062937062,1.196403753593296,18,29.5,26.5,27.1037
IND364004AAB,IND365560AAA,1.6842105263157894,1.7610186205040523,35,97.0,59.0,84.213
IND364270AAA,IND364001AAA,1.81656346749226,1.79578173374613,4,55.0,31.0,39.82725
IND364290AAA,IND365560AAB,2.1125226860254083,2.1125226860254083,2,51.0,24.0,32.945899999999995
IND365560AAA,IND365560AAB,1.7321428571428572,1.8414707931223366,24,96.0,49.5,60.3951
IND365560AAB,IND364290AAA,2.5277777777777777,2.655191071087997,22,66.5,26.5,36.10575
IND370001AAA,IND370110AAA,3.4872549019607844,5.471370189652922,10,92.0,22.5,31.632150000000003
IND370001AAA,IND370201AAA,5.695652173913044,5.579009155096112,3,178.0,39.0,47.7866
IND370001AAA,IND370615AAB,1.613871635610766,1.6105180204595582,16,62.5,42.0,45.717
IND370110AAA,IND370001AAA,2.19375,2.29735232629003,28,55.5,23.0,31.683750000000003
IND370110AAA,IND370615AAB,2.124868282402529,1.956178595504725,4,123.5,57.0,66.2302
IND370201AAA,IND363310AAB,1.608695652173913,1.6912245411977427,7,164.0,111.0,98.8602
IND370201AAA,IND363330AAB,1.1426777689664287,1.1861421439918207,48,110.5,90.0,89.15795
IND370615AAB,IND370001AAA,4.118206521739131,5.47897505574136,4,195.5,42.5,46.5813
IND380005AAA,IND382421AAA,2.7,3.714814814814815,12,27.0,9.0,10.6746
IND380005AAA,IND382430AAB,3.0,3.0774410774410774,3,54.0,22.0,26.4324
IND380005AAA,IND382721AAA,2.1153846153846154,2.1804195804195805,4,35.0,15.5,14.616900000000001
IND380006AAA,IND382430AAB,1.7207792207792207,2.1980820105820107,36,17.0,10.0,12.626850000000001
IND380006AAB,IND382430AAB,3.126923076923077,3.3513204902093787,54,33.5,11.0,13.514050000000001
IND380021AAA,IND382430AAB,2.5,3.8118646124598508,63,31.0,11.0,14.3206
IND380054AAA,IND382430AAB,2.0277777777777777,2.3188878315813297,48,30.5,14.0,16.19195
IND382421AAA,IND382430AAB,2.3095238095238093,3.3418183104492143,60,70.5,27.0,35.832350000000005
IND382421AAA,IND382721AAA,1.2727272727272727,1.3181087295057883,28,18.0,15.0,14.0997
IND382430AAB,IND000000ACB,1.744105335098885,1.7282390927819158,558,569.0,330.5,454.7937
IND382430AAB,IND313001AAB,2.0,2.045016995163276,149,242.0,121.0,171.7669
IND382430AAB,IND364004AAB,1.6753246753246753,1.7128193946026902,77,122.0,78.0,98.6743
IND382430AAB,IND370201AAA,1.4680851063829787,1.5091812445501056,139,277.0,180.0,194.1939
IND382430AAB,IND380005AAA,1.7638888888888888,2.0056575499460365,108,35.0,21.0,25.1111
IND382430AAB,IND380015AAB,2.5,2.93709579470449,69,26.0,11.0,14.4807
IND382430AAB,IND380054AAA,2.1666666666666665,2.4298279779292438,79,30.0,14.0,17.7159
IND382430AAB,IND382345AAA,2.090909090909091,2.5522083966662543,67,28.0,14.0,17.349
IND382430AAB,IND384205AAA,1.25,1.4337332395951023,76,78.0,68.0,77.3982
IND382430AAB,IND387620AAB,1.7467948717948718,1.5538416217628968,6,62.0,35.5,45.92375
IND382430AAB,IND388320AAA,1.0384615384615385,1.099614443798868,27,54.0,64.0,78.32539999999999
IND382430AAB,IND389001AAA,1.6666666666666667,1.7018371584994523,105,95.0,57.0,79.16760000000001
IND382430AAB,IND395023AAA,1.9267389437526836,1.9975046507575394,300,211.0,101.0,140.04444999999998
IND382715AAA,IND382430AAB,2.090909090909091,2.2396156234421163,52,96.0,48.0,53.95635
IND382721AAA,IND382430AAB,2.569871794871795,2.510646992503402,66,87.0,26.5,30.97975
IND383001AAA,IND383315AAC,1.1726190476190477,1.2252431250828568,26,41.5,33.0,41.101200000000006
IND383255AAB,IND384205AAA,1.5833333333333333,1.9447419928194538,37,112.0,72.0,80.0502
IND383315AAC,IND383255AAB,1.1397849462365592,1.1405048805459053,47,89.0,64.0,61.5673
IND383315AAC,IND384205AAA,1.296875,1.2979136764832107,5,83.0,64.0,87.6779
IND384170AAA,IND384265AAB,1.2272727272727273,1.2930827963596505,17,28.0,22.0,25.048
IND384205AAA,IND382430AAB,1.923885511651469,2.036924987524384,4,106.0,57.0,64.16584999999999
IND384205AAA,IND382715AAA,1.4471153846153846,1.5301768159847233,36,50.5,33.0,35.55375
IND384205AAA,IND383001AAA,1.148936170212766,1.2423291926488842,33,54.0,50.0,64.7736
IND384205AAA,IND384170AAA,1.25,1.4595809283309285,8,35.0,28.0,28.23955
IND384205AAA,IND384355AAB,1.6470588235294117,1.7291314631659902,26,48.5,30.5,33.02945
IND384205AAA,IND385001AAA,1.6428571428571428,1.913574943372647,3,80.0,59.0,64.8
IND384265AAB,IND385320AAA,1.0857142857142856,1.1231224830973916,33,60.0,57.0,51.1
IND384265AAB,IND385340AAB,2.13953488372093,2.082509757874251,3,92.0,43.0,54.5006
IND384355AAB,IND384205AAA,2.4712482468443198,2.4712482468443198,2,66.0,27.0,29.39535
IND384355AAB,IND385001AAA,1.5396349413298567,1.6137209301592106,34,90.0,61.0,66.32390000000001
IND385001AAA,IND385535AAA,1.5625,1.640454981623305,19,25.0,16.0,23.3153
IND385320AAA,IND385340AAB,0.7419354838709677,0.8012748852732036,24,23.0,31.5,25.81015
IND385340AAB,IND384205AAA,1.2717627401837928,1.3092626171881734,16,92.5,79.5,67.0255
IND385535AAA,IND384205AAA,1.9772727272727273,2.2288993513722595,67,115.0,66.0,73.1202
IND387001AAA,IND388220AAA,1.7041666666666666,1.8120657222383565,42,28.0,17.0,19.45445
IND387620AAB,IND389230AAB,2.0,1.970309273741768,7,84.0,42.0,45.919
IND388121AAA,IND388620AAB,1.5125,1.5291919282604414,54,44.0,27.0,32.0159
IND388220AAA,IND388320AAA,1.75,1.9458905330408864,42,40.0,23.0,24.723599999999998
IND388320AAA,IND387001AAA,1.6923076923076923,2.074053724053724,29,23.0,14.0,18.7303
IND388320AAA,IND388121AAA,4.25,4.25,1,51.0,12.0,10.2572
IND388320AAA,IND388220AAA,1.7777777777777777,1.838206627680312,3,33.0,19.0,21.543
IND388320AAA,IND390022AAA,2.0789473684210527,2.0215774801400155,12,45.0,27.0,32.75255
IND388620AAB,IND388320AAA,1.8,1.8768349257753496,69,58.0,30.0,36.6132
IND389001AAA,IND389151AAA,1.6111111111111112,1.5914612736647866,63,58.0,37.0,50.9896
IND389151AAA,IND457661AAA,2.8528138528138527,2.788126461367408,22,71.5,26.0,36.3664
IND390018AAB,IND390020AAA,2.0,2.0,1,24.0,12.0,12.0449
IND390020AAA,IND390018AAB,3.3636363636363638,3.3636363636363638,2,37.0,11.0,11.3636
IND390020AAA,IND390022AAA,6.857142857142857,5.89047619047619,3,96.0,14.0,13.271
IND390020AAA,IND391110AAD,1.6706766917293234,1.7160455951226388,28,42.0,25.5,26.064149999999998
IND390022AAA,IND382430AAB,1.6,1.6702999410960735,39,86.0,53.0,75.2067
IND390022AAA,IND388320AAA,1.1230195712954334,1.3521137962784315,72,37.5,27.0,36.3114
IND390022AAA,IND390020AAA,4.416666666666667,4.548787878787879,5,53.0,12.0,11.9891
IND390022AAA,IND395023AAA,1.7419354838709677,1.7897832918760128,147,143.0,78.0,105.9596
IND391110AAD,IND390020AAA,3.2142857142857144,3.5907409985500225,16,86.0,25.5,27.867549999999998
IND391110AAD,IND390022AAA,5.041666666666666,5.637254901960785,4,122.5,25.0,27.44605
IND395001AAA,IND395023AAD,9.329670329670328,9.466768416768417,18,126.0,14.0,14.3889
